Placa,Tipo,Servicio,Ubicacion_Inscripcion
BXN08X,Moto,Motocicleta,COLOMBIA
IJZ244,Carro,Particular,PASTO
KVD612,Carro,Particular,TUNJA
ERE07H,Moto,Motocicleta,COLOMBIA
RIK80X,Moto,Motocicleta,COLOMBIA
IHE945,Carro,Oficial,CUCUTA
XKJ14A,Moto,Motocicleta,COLOMBIA
ZTY456,Carro,Particular,BOGOTA D.C.
JGV71X,Moto,Motocicleta,COLOMBIA
QTC24G,Moto,Motocicleta,COLOMBIA
GPI78T,Moto,Motocicleta,COLOMBIA
DEU758,Carro,Publico,MANIZALES
LGI89D,Moto,Motocicleta,COLOMBIA
RCU15H,Moto,Motocicleta,COLOMBIA
YNX101,Carro,Particular,PEREIRA
BSR791,Carro,Publico,TUNJA
AVJ31D,Moto,Motocicleta,COLOMBIA
KYF38K,Moto,Motocicleta,COLOMBIA
MTN197,Carro,Oficial,BUCARAMANGA
IPQ961,Carro,Oficial,MEDELLIN
EFU80H,Moto,Motocicleta,COLOMBIA
PTV665,Carro,Publico,BARRANQUILLA
UUY512,Carro,Particular,IBAGUE
NJG362,Carro,Oficial,BOGOTA D.C.
TDD06H,Moto,Motocicleta,COLOMBIA
VHX979,Carro,Publico,IBAGUE
ZTA962,Carro,Publico,MEDELLIN
SPZ93W,Moto,Motocicleta,COLOMBIA
ETA41B,Moto,Motocicleta,COLOMBIA
MAI14U,Moto,Motocicleta,COLOMBIA
HZS60H,Moto,Motocicleta,COLOMBIA
SDV794,Carro,Publico,BARRANQUILLA
HFR54Z,Moto,Motocicleta,COLOMBIA
TCG56E,Moto,Motocicleta,COLOMBIA
ZEI464,Carro,Particular,MANIZALES
LQR390,Carro,Oficial,CUCUTA
CSM726,Carro,Particular,MANIZALES
VNB75N,Moto,Motocicleta,COLOMBIA
ZTB214,Carro,Publico,MEDELLIN
UEN36W,Moto,Motocicleta,COLOMBIA
UZA16G,Moto,Motocicleta,COLOMBIA
PRV541,Carro,Particular,BUCARAMANGA
HMH942,Carro,Particular,BOGOTA D.C.
VQK428,Carro,Particular,PEREIRA
CSS663,Carro,Publico,IBAGUE
CIB978,Carro,Publico,BARRANQUILLA
EWH375,Carro,Particular,ENVIGADO
FGH241,Carro,Oficial,PEREIRA
ECU95D,Moto,Motocicleta,COLOMBIA
LMV21F,Moto,Motocicleta,COLOMBIA
SGR72P,Moto,Motocicleta,COLOMBIA
ERN981,Carro,Oficial,MEDELLIN
PHP952,Carro,Oficial,ENVIGADO
UWZ72G,Moto,Motocicleta,COLOMBIA
XTV57Z,Moto,Motocicleta,COLOMBIA
AFC762,Carro,Particular,BUCARAMANGA
TSF745,Carro,Oficial,PASTO
SVE666,Carro,Oficial,MEDELLIN
ZSL95X,Moto,Motocicleta,COLOMBIA
FSP276,Carro,Oficial,PEREIRA
WSG06C,Moto,Motocicleta,COLOMBIA
RNJ914,Carro,Oficial,ENVIGADO
KCY072,Carro,Oficial,PEREIRA
CJZ00H,Moto,Motocicleta,COLOMBIA
IMN435,Carro,Particular,IBAGUE
FNL377,Carro,Publico,TUNJA
LUM127,Carro,Particular,MANIZALES
EPC58L,Moto,Motocicleta,COLOMBIA
BLU800,Carro,Publico,IBAGUE
JLP82V,Moto,Motocicleta,COLOMBIA
XZQ653,Carro,Publico,BARRANQUILLA
TNP784,Carro,Publico,BUCARAMANGA
YDR126,Carro,Publico,PASTO
DZQ823,Carro,Publico,PASTO
KTU732,Carro,Publico,IBAGUE
UQF786,Carro,Oficial,TUNJA
FGH477,Carro,Particular,BOGOTA D.C.
YTN783,Carro,Particular,CUCUTA
RYF951,Carro,Publico,MEDELLIN
GXB142,Carro,Particular,MANIZALES
UQA33T,Moto,Motocicleta,COLOMBIA
DTE59J,Moto,Motocicleta,COLOMBIA
AWC654,Carro,Particular,TUNJA
JME227,Carro,Publico,CUCUTA
ARY04W,Moto,Motocicleta,COLOMBIA
ENI34V,Moto,Motocicleta,COLOMBIA
WRX860,Carro,Publico,CALI
NAW601,Carro,Publico,IBAGUE
DGM72Z,Moto,Motocicleta,COLOMBIA
DEG37A,Moto,Motocicleta,COLOMBIA
WPN536,Carro,Publico,MANIZALES
UKL968,Carro,Particular,IBAGUE
CVW59E,Moto,Motocicleta,COLOMBIA
IHK641,Carro,Particular,MANIZALES
SPJ54Y,Moto,Motocicleta,COLOMBIA
XHN56L,Moto,Motocicleta,COLOMBIA
LBX211,Carro,Oficial,CUCUTA
PWP44R,Moto,Motocicleta,COLOMBIA
QFZ161,Carro,Publico,IBAGUE
UUG30G,Moto,Motocicleta,COLOMBIA
YTA774,Carro,Publico,CUCUTA
LBU419,Carro,Publico,PASTO
IYM154,Carro,Oficial,ENVIGADO
ZPE177,Carro,Publico,BARRANQUILLA
YNX057,Carro,Particular,IBAGUE
WNN26L,Moto,Motocicleta,COLOMBIA
TKS84Q,Moto,Motocicleta,COLOMBIA
XJF63R,Moto,Motocicleta,COLOMBIA
CPP765,Carro,Particular,BARRANQUILLA
FDC10F,Moto,Motocicleta,COLOMBIA
WTS174,Carro,Oficial,BOGOTA D.C.
ZUW723,Carro,Oficial,ENVIGADO
BPF841,Carro,Publico,ENVIGADO
VNZ42G,Moto,Motocicleta,COLOMBIA
ZCG92J,Moto,Motocicleta,COLOMBIA
KWR917,Carro,Oficial,IBAGUE
MWL862,Carro,Oficial,MANIZALES
QVH445,Carro,Particular,TUNJA
TSD93Y,Moto,Motocicleta,COLOMBIA
FXQ23I,Moto,Motocicleta,COLOMBIA
SXS510,Carro,Publico,BUCARAMANGA
LHS92Y,Moto,Motocicleta,COLOMBIA
YEI59L,Moto,Motocicleta,COLOMBIA
TGE18X,Moto,Motocicleta,COLOMBIA
PHK24T,Moto,Motocicleta,COLOMBIA
YAT232,Carro,Oficial,IBAGUE
KYN83R,Moto,Motocicleta,COLOMBIA
EIW316,Carro,Oficial,BUCARAMANGA
LAT515,Carro,Publico,BOGOTA D.C.
ZQA233,Carro,Publico,MANIZALES
EDT87P,Moto,Motocicleta,COLOMBIA
ELR629,Carro,Particular,MEDELLIN
DYN193,Carro,Oficial,PASTO
IGQ95T,Moto,Motocicleta,COLOMBIA
CMM25E,Moto,Motocicleta,COLOMBIA
YDB789,Carro,Particular,BUCARAMANGA
RVW38T,Moto,Motocicleta,COLOMBIA
FRH103,Carro,Publico,CUCUTA
GVI433,Carro,Publico,BUCARAMANGA
LPF28E,Moto,Motocicleta,COLOMBIA
WWK69P,Moto,Motocicleta,COLOMBIA
NXF83B,Moto,Motocicleta,COLOMBIA
JBV452,Carro,Publico,ENVIGADO
CPI548,Carro,Publico,BUCARAMANGA
DKD627,Carro,Publico,BARRANQUILLA
EUN02A,Moto,Motocicleta,COLOMBIA
LMV33Y,Moto,Motocicleta,COLOMBIA
XJC80E,Moto,Motocicleta,COLOMBIA
ZKK264,Carro,Particular,PEREIRA
XCS07B,Moto,Motocicleta,COLOMBIA
YTB92G,Moto,Motocicleta,COLOMBIA
LZA543,Carro,Particular,BARRANQUILLA
BNS69R,Moto,Motocicleta,COLOMBIA
UCI07G,Moto,Motocicleta,COLOMBIA
GNW09C,Moto,Motocicleta,COLOMBIA
NJG47Q,Moto,Motocicleta,COLOMBIA
ZFS12V,Moto,Motocicleta,COLOMBIA
EPH783,Carro,Oficial,PEREIRA
KRX383,Carro,Particular,CALI
SEG95Q,Moto,Motocicleta,COLOMBIA
EAW474,Carro,Particular,CALI
DTC38H,Moto,Motocicleta,COLOMBIA
PRL19L,Moto,Motocicleta,COLOMBIA
QCS51S,Moto,Motocicleta,COLOMBIA
RCV08P,Moto,Motocicleta,COLOMBIA
WVE950,Carro,Oficial,PASTO
PDC112,Carro,Oficial,IBAGUE
QLL233,Carro,Particular,BUCARAMANGA
VVI27B,Moto,Motocicleta,COLOMBIA
LLS861,Carro,Oficial,TUNJA
YFA730,Carro,Oficial,BOGOTA D.C.
SNY40F,Moto,Motocicleta,COLOMBIA
DWQ109,Carro,Particular,TUNJA
WHS71J,Moto,Motocicleta,COLOMBIA
LAH011,Carro,Oficial,BUCARAMANGA
SKW890,Carro,Publico,MEDELLIN
JFM50L,Moto,Motocicleta,COLOMBIA
XAW602,Carro,Publico,MANIZALES
VKM38F,Moto,Motocicleta,COLOMBIA
GTQ849,Carro,Publico,IBAGUE
ZRK500,Carro,Publico,BOGOTA D.C.
ZMY15W,Moto,Motocicleta,COLOMBIA
HNK64Z,Moto,Motocicleta,COLOMBIA
WNP921,Carro,Publico,CUCUTA
ZET86E,Moto,Motocicleta,COLOMBIA
WTM17U,Moto,Motocicleta,COLOMBIA
TBR05G,Moto,Motocicleta,COLOMBIA
EBQ317,Carro,Oficial,MEDELLIN
BDC557,Carro,Oficial,MANIZALES
HYP797,Carro,Particular,CALI
QSD99L,Moto,Motocicleta,COLOMBIA
MVA32Z,Moto,Motocicleta,COLOMBIA
EGR33B,Moto,Motocicleta,COLOMBIA
KCD63B,Moto,Motocicleta,COLOMBIA
LAA06W,Moto,Motocicleta,COLOMBIA
GVT09M,Moto,Motocicleta,COLOMBIA
XWX053,Carro,Oficial,BOGOTA D.C.
UMR387,Carro,Oficial,CALI
QEA380,Carro,Publico,BOGOTA D.C.
GYE341,Carro,Oficial,BARRANQUILLA
IVN12E,Moto,Motocicleta,COLOMBIA
JPI122,Carro,Oficial,CUCUTA
SZS380,Carro,Publico,BARRANQUILLA
QGN86Q,Moto,Motocicleta,COLOMBIA
SHT25W,Moto,Motocicleta,COLOMBIA
WAS005,Carro,Oficial,MEDELLIN
GTJ727,Carro,Publico,BOGOTA D.C.
EJI08N,Moto,Motocicleta,COLOMBIA
LCM93F,Moto,Motocicleta,COLOMBIA
VNX68Y,Moto,Motocicleta,COLOMBIA
ILE191,Carro,Publico,BARRANQUILLA
PZY562,Carro,Oficial,ENVIGADO
UZH09H,Moto,Motocicleta,COLOMBIA
YVK55P,Moto,Motocicleta,COLOMBIA
IRZ644,Carro,Publico,BOGOTA D.C.
XNE546,Carro,Particular,BUCARAMANGA
ZVE48T,Moto,Motocicleta,COLOMBIA
YJD08H,Moto,Motocicleta,COLOMBIA
ITI55K,Moto,Motocicleta,COLOMBIA
LPM19C,Moto,Motocicleta,COLOMBIA
ZXB79Y,Moto,Motocicleta,COLOMBIA
BRA36Z,Moto,Motocicleta,COLOMBIA
WZL46X,Moto,Motocicleta,COLOMBIA
RKD50L,Moto,Motocicleta,COLOMBIA
MRF786,Carro,Oficial,MANIZALES
TMH466,Carro,Publico,MANIZALES
QKF89N,Moto,Motocicleta,COLOMBIA
KXE15H,Moto,Motocicleta,COLOMBIA
QMW369,Carro,Particular,MEDELLIN
ECJ33A,Moto,Motocicleta,COLOMBIA
UWI28U,Moto,Motocicleta,COLOMBIA
VZP46B,Moto,Motocicleta,COLOMBIA
SHT05J,Moto,Motocicleta,COLOMBIA
YMP904,Carro,Publico,PASTO
SXY86T,Moto,Motocicleta,COLOMBIA
RZP32X,Moto,Motocicleta,COLOMBIA
EIY298,Carro,Oficial,ENVIGADO
CZF868,Carro,Particular,CUCUTA
WDZ027,Carro,Publico,PEREIRA
TCF11N,Moto,Motocicleta,COLOMBIA
NCZ060,Carro,Particular,PASTO
REG498,Carro,Oficial,ENVIGADO
VKI435,Carro,Particular,PEREIRA
SGU623,Carro,Oficial,MANIZALES
YCB288,Carro,Oficial,CUCUTA
QVS250,Carro,Particular,TUNJA
AUL56Z,Moto,Motocicleta,COLOMBIA
XVI63D,Moto,Motocicleta,COLOMBIA
PVL97S,Moto,Motocicleta,COLOMBIA
VHD447,Carro,Particular,CUCUTA
VTX549,Carro,Publico,CUCUTA
LMA99B,Moto,Motocicleta,COLOMBIA
VUL71B,Moto,Motocicleta,COLOMBIA
AAU951,Carro,Oficial,BUCARAMANGA
KMG866,Carro,Oficial,PASTO
VKX139,Carro,Publico,TUNJA
XKR65W,Moto,Motocicleta,COLOMBIA
UBC07J,Moto,Motocicleta,COLOMBIA
SII932,Carro,Particular,PEREIRA
QES60L,Moto,Motocicleta,COLOMBIA
FZD19P,Moto,Motocicleta,COLOMBIA
MQZ033,Carro,Oficial,PASTO
JGC318,Carro,Particular,BUCARAMANGA
GRA29Q,Moto,Motocicleta,COLOMBIA
QMQ833,Carro,Publico,MEDELLIN
GRT589,Carro,Publico,BOGOTA D.C.
ALU54U,Moto,Motocicleta,COLOMBIA
PAQ37I,Moto,Motocicleta,COLOMBIA
ZMI47M,Moto,Motocicleta,COLOMBIA
TAZ453,Carro,Publico,BOGOTA D.C.
BGN43D,Moto,Motocicleta,COLOMBIA
PFP96F,Moto,Motocicleta,COLOMBIA
RME281,Carro,Oficial,IBAGUE
UHH63A,Moto,Motocicleta,COLOMBIA
EDM733,Carro,Particular,CUCUTA
SPQ68V,Moto,Motocicleta,COLOMBIA
HUG168,Carro,Oficial,MANIZALES
UMB46W,Moto,Motocicleta,COLOMBIA
JFU755,Carro,Particular,MANIZALES
WSI81A,Moto,Motocicleta,COLOMBIA
HIA145,Carro,Publico,MANIZALES
KNV70M,Moto,Motocicleta,COLOMBIA
GGD629,Carro,Particular,CALI
BHC163,Carro,Publico,BOGOTA D.C.
SXM06L,Moto,Motocicleta,COLOMBIA
WWY773,Carro,Particular,CALI
DYX623,Carro,Publico,TUNJA
GFZ26U,Moto,Motocicleta,COLOMBIA
CHL50P,Moto,Motocicleta,COLOMBIA
QTN72D,Moto,Motocicleta,COLOMBIA
GTT859,Carro,Publico,BOGOTA D.C.
TWJ858,Carro,Oficial,PEREIRA
JED598,Carro,Publico,MEDELLIN
BHZ757,Carro,Publico,PASTO
KKW301,Carro,Oficial,CALI
YHT04E,Moto,Motocicleta,COLOMBIA
NEK83P,Moto,Motocicleta,COLOMBIA
NQT417,Carro,Particular,TUNJA
NMV65M,Moto,Motocicleta,COLOMBIA
BUF669,Carro,Particular,BOGOTA D.C.
QJI06M,Moto,Motocicleta,COLOMBIA
YVW91Z,Moto,Motocicleta,COLOMBIA
EZX496,Carro,Publico,CALI
UBU261,Carro,Particular,MEDELLIN
MCF15T,Moto,Motocicleta,COLOMBIA
BEY965,Carro,Oficial,TUNJA
CWU530,Carro,Publico,TUNJA
YST58V,Moto,Motocicleta,COLOMBIA
YMG454,Carro,Publico,MANIZALES
JQA610,Carro,Particular,BUCARAMANGA
CGU83Q,Moto,Motocicleta,COLOMBIA
ILC618,Carro,Publico,BARRANQUILLA
GZE47J,Moto,Motocicleta,COLOMBIA
KFI61C,Moto,Motocicleta,COLOMBIA
ESS82C,Moto,Motocicleta,COLOMBIA
CJQ04J,Moto,Motocicleta,COLOMBIA
ZSC057,Carro,Particular,PEREIRA
AGU72P,Moto,Motocicleta,COLOMBIA
FXG477,Carro,Particular,BUCARAMANGA
ZMJ74D,Moto,Motocicleta,COLOMBIA
BUB33E,Moto,Motocicleta,COLOMBIA
EMD13I,Moto,Motocicleta,COLOMBIA
JBF10P,Moto,Motocicleta,COLOMBIA
FZY406,Carro,Particular,MANIZALES
RPT035,Carro,Publico,PASTO
WSG73J,Moto,Motocicleta,COLOMBIA
SMT95V,Moto,Motocicleta,COLOMBIA
CUX662,Carro,Particular,CUCUTA
XZB102,Carro,Publico,MANIZALES
PJL00W,Moto,Motocicleta,COLOMBIA
QPK896,Carro,Publico,TUNJA
GGU836,Carro,Oficial,MEDELLIN
TUG131,Carro,Publico,PASTO
LME60I,Moto,Motocicleta,COLOMBIA
PKX66I,Moto,Motocicleta,COLOMBIA
KJB097,Carro,Publico,MEDELLIN
WUL672,Carro,Publico,CUCUTA
FYN27R,Moto,Motocicleta,COLOMBIA
HST926,Carro,Particular,ENVIGADO
IMZ23J,Moto,Motocicleta,COLOMBIA
ZRH223,Carro,Publico,TUNJA
ZAT34H,Moto,Motocicleta,COLOMBIA
GFW206,Carro,Oficial,IBAGUE
YWL68N,Moto,Motocicleta,COLOMBIA
ILL04D,Moto,Motocicleta,COLOMBIA
QIP04B,Moto,Motocicleta,COLOMBIA
ICJ18C,Moto,Motocicleta,COLOMBIA
BFW366,Carro,Publico,MEDELLIN
VUK481,Carro,Oficial,ENVIGADO
KCZ90F,Moto,Motocicleta,COLOMBIA
MAV336,Carro,Particular,CALI
RPJ659,Carro,Oficial,MANIZALES
ZGJ323,Carro,Publico,PEREIRA
XPC518,Carro,Oficial,BOGOTA D.C.
FVX581,Carro,Particular,PASTO
JEU35Y,Moto,Motocicleta,COLOMBIA
TLT178,Carro,Particular,PEREIRA
HKE07X,Moto,Motocicleta,COLOMBIA
RAJ508,Carro,Oficial,PEREIRA
ZMK218,Carro,Publico,TUNJA
NDU83A,Moto,Motocicleta,COLOMBIA
IAM16Q,Moto,Motocicleta,COLOMBIA
PSI36W,Moto,Motocicleta,COLOMBIA
XPF704,Carro,Publico,IBAGUE
LTJ25Y,Moto,Motocicleta,COLOMBIA
FKX09M,Moto,Motocicleta,COLOMBIA
FQS92Q,Moto,Motocicleta,COLOMBIA
LNK68K,Moto,Motocicleta,COLOMBIA
YXV764,Carro,Particular,ENVIGADO
YQL04J,Moto,Motocicleta,COLOMBIA
MEA88C,Moto,Motocicleta,COLOMBIA
LTV66J,Moto,Motocicleta,COLOMBIA
WPK685,Carro,Publico,PEREIRA
ECM881,Carro,Oficial,ENVIGADO
KEP12H,Moto,Motocicleta,COLOMBIA
YIX810,Carro,Oficial,TUNJA
GEW838,Carro,Publico,MANIZALES
ZWP68Y,Moto,Motocicleta,COLOMBIA
JUQ51A,Moto,Motocicleta,COLOMBIA
LTU391,Carro,Particular,BUCARAMANGA
CYE560,Carro,Oficial,CUCUTA
ZPF126,Carro,Publico,PEREIRA
WSA30E,Moto,Motocicleta,COLOMBIA
JZP58D,Moto,Motocicleta,COLOMBIA
QPN124,Carro,Publico,BARRANQUILLA
QXV174,Carro,Particular,MANIZALES
CFX91Y,Moto,Motocicleta,COLOMBIA
WFX51W,Moto,Motocicleta,COLOMBIA
VWR39I,Moto,Motocicleta,COLOMBIA
VKW273,Carro,Particular,ENVIGADO
XXN896,Carro,Oficial,PASTO
HQU621,Carro,Particular,TUNJA
IIA84G,Moto,Motocicleta,COLOMBIA
KQW716,Carro,Particular,PEREIRA
CYD647,Carro,Oficial,MANIZALES
HHC88Z,Moto,Motocicleta,COLOMBIA
XEP29R,Moto,Motocicleta,COLOMBIA
KDR80E,Moto,Motocicleta,COLOMBIA
KIU27L,Moto,Motocicleta,COLOMBIA
SDX18G,Moto,Motocicleta,COLOMBIA
RGN95U,Moto,Motocicleta,COLOMBIA
TFN65K,Moto,Motocicleta,COLOMBIA
RKM996,Carro,Oficial,ENVIGADO
YSK20S,Moto,Motocicleta,COLOMBIA
JGU35Z,Moto,Motocicleta,COLOMBIA
UWY18A,Moto,Motocicleta,COLOMBIA
PNY81J,Moto,Motocicleta,COLOMBIA
KLL186,Carro,Particular,TUNJA
LVT51U,Moto,Motocicleta,COLOMBIA
GKW38I,Moto,Motocicleta,COLOMBIA
FFG745,Carro,Publico,CALI
LFG73B,Moto,Motocicleta,COLOMBIA
QKP571,Carro,Publico,CALI
BFX01K,Moto,Motocicleta,COLOMBIA
IJC78Y,Moto,Motocicleta,COLOMBIA
AZH64T,Moto,Motocicleta,COLOMBIA
AEE22S,Moto,Motocicleta,COLOMBIA
NMA845,Carro,Oficial,IBAGUE
SEA53P,Moto,Motocicleta,COLOMBIA
TEX050,Carro,Oficial,ENVIGADO
PQH338,Carro,Oficial,TUNJA
YAJ259,Carro,Particular,CALI
BLE786,Carro,Oficial,ENVIGADO
LLY535,Carro,Particular,BOGOTA D.C.
VRG449,Carro,Oficial,BUCARAMANGA
JNW280,Carro,Oficial,MEDELLIN
VHX49J,Moto,Motocicleta,COLOMBIA
DJI468,Carro,Oficial,IBAGUE
KUH510,Carro,Oficial,BOGOTA D.C.
UPS65S,Moto,Motocicleta,COLOMBIA
CFQ56C,Moto,Motocicleta,COLOMBIA
TYY409,Carro,Publico,MEDELLIN
RKL370,Carro,Publico,CUCUTA
XQF176,Carro,Publico,IBAGUE
DRK68G,Moto,Motocicleta,COLOMBIA
GNA96P,Moto,Motocicleta,COLOMBIA
TJI871,Carro,Particular,MEDELLIN
GWM24K,Moto,Motocicleta,COLOMBIA
KXB24N,Moto,Motocicleta,COLOMBIA
CGH07C,Moto,Motocicleta,COLOMBIA
XKE455,Carro,Particular,MANIZALES
SSA73U,Moto,Motocicleta,COLOMBIA
EVQ69W,Moto,Motocicleta,COLOMBIA
BWH69Q,Moto,Motocicleta,COLOMBIA
RFF957,Carro,Publico,MEDELLIN
ERN937,Carro,Publico,CALI
XUD99A,Moto,Motocicleta,COLOMBIA
EWE228,Carro,Publico,ENVIGADO
RUF72K,Moto,Motocicleta,COLOMBIA
SFX659,Carro,Particular,CUCUTA
JPD18Q,Moto,Motocicleta,COLOMBIA
CVB30V,Moto,Motocicleta,COLOMBIA
JPG586,Carro,Oficial,CALI
SWR32K,Moto,Motocicleta,COLOMBIA
ADY362,Carro,Publico,IBAGUE
SBT783,Carro,Publico,BUCARAMANGA
CEI738,Carro,Publico,IBAGUE
IZR789,Carro,Publico,IBAGUE
ZMY766,Carro,Oficial,IBAGUE
HDL45Q,Moto,Motocicleta,COLOMBIA
RNB435,Carro,Particular,TUNJA
TLD43U,Moto,Motocicleta,COLOMBIA
CKI10V,Moto,Motocicleta,COLOMBIA
HJJ993,Carro,Publico,PEREIRA
RUR145,Carro,Particular,BARRANQUILLA
YMI61J,Moto,Motocicleta,COLOMBIA
CRY35Z,Moto,Motocicleta,COLOMBIA
YCC021,Carro,Oficial,CUCUTA
VUT65N,Moto,Motocicleta,COLOMBIA
MTM760,Carro,Particular,IBAGUE
JVS050,Carro,Publico,MEDELLIN
KWD88T,Moto,Motocicleta,COLOMBIA
TVS97Y,Moto,Motocicleta,COLOMBIA
SFC346,Carro,Publico,MANIZALES
UJE838,Carro,Particular,ENVIGADO
LIE42P,Moto,Motocicleta,COLOMBIA
KKW02E,Moto,Motocicleta,COLOMBIA
LHX611,Carro,Publico,MANIZALES
IEW18G,Moto,Motocicleta,COLOMBIA
GAI409,Carro,Particular,TUNJA
DBA67I,Moto,Motocicleta,COLOMBIA
DJA17S,Moto,Motocicleta,COLOMBIA
DNY92E,Moto,Motocicleta,COLOMBIA
LDU782,Carro,Particular,CUCUTA
XDP864,Carro,Publico,ENVIGADO
WQH550,Carro,Oficial,ENVIGADO
CDC31L,Moto,Motocicleta,COLOMBIA
DHH283,Carro,Publico,BARRANQUILLA
NUX03H,Moto,Motocicleta,COLOMBIA
FIL88K,Moto,Motocicleta,COLOMBIA
WXB05A,Moto,Motocicleta,COLOMBIA
HBB91F,Moto,Motocicleta,COLOMBIA
MTN252,Carro,Publico,IBAGUE
XIQ78B,Moto,Motocicleta,COLOMBIA
LXR630,Carro,Oficial,BOGOTA D.C.
LMQ216,Carro,Oficial,BUCARAMANGA
PVK23N,Moto,Motocicleta,COLOMBIA
RIL38B,Moto,Motocicleta,COLOMBIA
GDK21B,Moto,Motocicleta,COLOMBIA
RZL671,Carro,Oficial,CALI
ZGD30N,Moto,Motocicleta,COLOMBIA
MNN201,Carro,Publico,MANIZALES
KGQ521,Carro,Oficial,CALI
PII17P,Moto,Motocicleta,COLOMBIA
EGD94P,Moto,Motocicleta,COLOMBIA
GSU436,Carro,Publico,IBAGUE
WBU323,Carro,Publico,PASTO
UUB983,Carro,Particular,PEREIRA
VHJ18L,Moto,Motocicleta,COLOMBIA
CQH343,Carro,Publico,PEREIRA
VKC74U,Moto,Motocicleta,COLOMBIA
ZKV56T,Moto,Motocicleta,COLOMBIA
YQB904,Carro,Publico,MANIZALES
DHB298,Carro,Particular,CUCUTA
AKQ094,Carro,Publico,CALI
YDT52C,Moto,Motocicleta,COLOMBIA
RHT98Z,Moto,Motocicleta,COLOMBIA
CGQ84M,Moto,Motocicleta,COLOMBIA
JNA089,Carro,Oficial,MEDELLIN
KSU331,Carro,Oficial,ENVIGADO
RUS12J,Moto,Motocicleta,COLOMBIA
XKG027,Carro,Oficial,PASTO
JVV975,Carro,Particular,CUCUTA
CJJ95L,Moto,Motocicleta,COLOMBIA
MIL026,Carro,Publico,MEDELLIN
SSS32J,Moto,Motocicleta,COLOMBIA
ZQI01L,Moto,Motocicleta,COLOMBIA
YPK028,Carro,Oficial,MANIZALES
ZBP492,Carro,Oficial,BUCARAMANGA
HGY05D,Moto,Motocicleta,COLOMBIA
KJI264,Carro,Particular,BOGOTA D.C.
JEZ757,Carro,Oficial,PASTO
UPT44Y,Moto,Motocicleta,COLOMBIA
FWK143,Carro,Particular,BARRANQUILLA
QTW274,Carro,Particular,BOGOTA D.C.
SHI53M,Moto,Motocicleta,COLOMBIA
CST76I,Moto,Motocicleta,COLOMBIA
WWL903,Carro,Particular,IBAGUE
WGV115,Carro,Publico,CUCUTA
YCW721,Carro,Particular,MEDELLIN
XKS48W,Moto,Motocicleta,COLOMBIA
UXM265,Carro,Oficial,BUCARAMANGA
JLH65C,Moto,Motocicleta,COLOMBIA
ERP88C,Moto,Motocicleta,COLOMBIA
EED734,Carro,Oficial,PEREIRA
JFC507,Carro,Oficial,TUNJA
NPB55T,Moto,Motocicleta,COLOMBIA
AUQ40L,Moto,Motocicleta,COLOMBIA
ZHW533,Carro,Particular,MEDELLIN
YUL704,Carro,Publico,TUNJA
AAK996,Carro,Oficial,CALI
DFT225,Carro,Particular,IBAGUE
XAK24S,Moto,Motocicleta,COLOMBIA
CJZ46H,Moto,Motocicleta,COLOMBIA
BYK174,Carro,Publico,CUCUTA
PHQ682,Carro,Particular,BUCARAMANGA
WUF054,Carro,Oficial,BUCARAMANGA
YMY051,Carro,Publico,TUNJA
UBP78K,Moto,Motocicleta,COLOMBIA
SPE352,Carro,Particular,MANIZALES
GWJ00I,Moto,Motocicleta,COLOMBIA
RMV430,Carro,Particular,TUNJA
FKF61C,Moto,Motocicleta,COLOMBIA
DRI08V,Moto,Motocicleta,COLOMBIA
HKD72B,Moto,Motocicleta,COLOMBIA
VRU04C,Moto,Motocicleta,COLOMBIA
MKS81Y,Moto,Motocicleta,COLOMBIA
NBQ43M,Moto,Motocicleta,COLOMBIA
RZZ700,Carro,Publico,MEDELLIN
BDF56I,Moto,Motocicleta,COLOMBIA
PTC975,Carro,Particular,CUCUTA
NPM90D,Moto,Motocicleta,COLOMBIA
LQG99C,Moto,Motocicleta,COLOMBIA
YNJ744,Carro,Particular,CUCUTA
VFZ21W,Moto,Motocicleta,COLOMBIA
PJU714,Carro,Particular,PASTO
ZWM96S,Moto,Motocicleta,COLOMBIA
LKV96J,Moto,Motocicleta,COLOMBIA
RUG90N,Moto,Motocicleta,COLOMBIA
UZX50D,Moto,Motocicleta,COLOMBIA
XAY551,Carro,Oficial,IBAGUE
GGN082,Carro,Publico,BARRANQUILLA
BRS741,Carro,Particular,IBAGUE
YKZ86D,Moto,Motocicleta,COLOMBIA
UYL431,Carro,Particular,MANIZALES
UWI86H,Moto,Motocicleta,COLOMBIA
SAZ626,Carro,Particular,CUCUTA
BMX533,Carro,Oficial,BARRANQUILLA
TNQ367,Carro,Oficial,BARRANQUILLA
KXJ348,Carro,Publico,BARRANQUILLA
WQQ06R,Moto,Motocicleta,COLOMBIA
ARE54L,Moto,Motocicleta,COLOMBIA
MPY35I,Moto,Motocicleta,COLOMBIA
HNT668,Carro,Oficial,BARRANQUILLA
IDH318,Carro,Publico,MEDELLIN
HKA24M,Moto,Motocicleta,COLOMBIA
PWU17J,Moto,Motocicleta,COLOMBIA
IFY674,Carro,Particular,BARRANQUILLA
QZE632,Carro,Oficial,TUNJA
VBK739,Carro,Publico,MEDELLIN
AKA035,Carro,Oficial,BUCARAMANGA
GVN816,Carro,Oficial,BOGOTA D.C.
RDM219,Carro,Particular,MANIZALES
ILP60J,Moto,Motocicleta,COLOMBIA
